@relation data/jdt-original.csv-weka.filters.unsupervised.attribute.Remove-R1

@attribute WCHU_fanIn numeric
@attribute WCHU_numberOfAttributesInherited numeric
@attribute numberOfNonTrivialBugsFoundUntil numeric
@attribute WCHU_numberOfPrivateAttributes numeric
@attribute LDHH_numberOfPrivateMethods numeric
@attribute ck_oo_numberOfPublicMethods numeric
@attribute CvsLinEntropy numeric
@attribute WCHU_numberOfPublicAttributes numeric
@attribute WCHU_numberOfAttributes numeric
@attribute LDHH_numberOfMethodsInherited numeric
@attribute LDHH_rfc numeric
@attribute WCHU_noc numeric
@attribute ck_oo_noc numeric
@attribute ck_oo_numberOfLinesOfCode numeric
@attribute label {0,1}

@data
0.0,23.66,2.0,0.0,0.0,3.0,0.013479,0.0,0.0,0.027085,0.000683,0.0,0.0,43.0,0
0.0,12.41,6.0,0.0,0.0,6.0,0.007901,0.0,0.0,0.00349,0.002227,0.0,0.0,27.0,0
0.0,14.23,21.0,0.0,0.0,2.0,0.172122,0.0,0.0,0.006896,0.011015,0.0,0.0,274.0,1
0.0,23.66,44.0,0.0,0.0,25.0,0.235954,0.0,0.0,0.012864,0.049008,0.0,3.0,986.0,1
0.0,0.0,2.0,0.0,0.0,13.0,0.120679,0.0,0.0,0.001487,0.0,0.0,0.0,131.0,0
0.0,23.66,8.0,0.0,0.0,6.0,0.167801,0.0,0.0,0.014073,0.011718,0.0,1.0,72.0,0
2.02,0.0,19.0,1.01,0.0,12.0,0.181025,0.0,1.01,0.001487,0.012497,0.0,0.0,219.0,1
0.0,1.03,10.0,0.0,0.000822,2.0,0.138206,0.0,0.0,0.01375,0.003554,0.0,0.0,77.0,0
0.0,8.09,44.0,1.01,0.000481,7.0,0.209644,1.01,2.02,0.015473,0.012533,0.0,0.0,282.0,0
0.0,0.0,5.0,0.0,0.0,2.0,0.016202,0.0,0.0,0.002551,0.0,0.0,0.0,9.0,0
0.0,0.0,6.0,0.0,0.0,23.0,0.013729,0.0,0.0,0.001487,0.001675,0.0,0.0,404.0,0
2.03,0.0,1.0,0.0,0.0,5.0,0.178388,0.0,0.0,0.001487,0.013596,0.0,2.0,17.0,0
2.04,8.19,3.0,1.01,0.0,8.0,0.141228,0.0,0.0,0.002695,0.009953,0.0,2.0,35.0,0
1.01,24.67,22.0,0.0,0.0,5.0,0.169942,1.01,1.01,0.014073,0.010199,1.01,1.0,174.0,0
3.03,0.0,24.0,4.05,0.000616,21.0,0.187161,4.04,5.05,0.001487,0.019217,0.0,0.0,419.0,1
1.01,0.0,0.0,0.0,0.0,1.0,0.006219,0.0,0.0,0.002551,0.0,0.0,0.0,9.0,0
0.0,0.0,6.0,0.0,0.0,2.0,0.007901,0.0,0.0,0.01375,0.002227,0.0,0.0,41.0,0
0.0,0.0,2.0,0.0,0.0,5.0,0.006751,0.0,0.0,0.0,0.002816,0.0,1.0,99.0,0
1.01,0.0,2.0,0.0,0.0,8.0,0.041741,0.0,0.0,0.005758,0.013834,0.0,0.0,56.0,0
0.0,0.0,2.0,0.0,0.0,2.0,0.007191,0.0,0.0,0.0,0.0,0.0,0.0,186.0,0
0.0,0.0,1.0,0.0,0.0,1.0,0.006219,0.0,0.0,0.002221,0.0,0.0,0.0,3.0,0
0.0,1.01,3.0,0.0,0.000936,5.0,0.011205,0.0,0.0,0.001487,0.001145,0.0,1.0,51.0,0
3.04,7.9,71.0,0.0,0.002607,1.0,0.134308,2.04,8.36,0.001487,0.05278,0.0,2.0,1399.0,1
6.07,1.01,8.0,0.0,0.0,7.0,0.154542,0.0,0.0,0.003929,0.0,0.0,0.0,127.0,0
1.01,23.66,3.0,0.0,0.0,25.0,0.012343,0.0,0.0,0.014073,0.0,0.0,4.0,1520.0,0
0.0,0.0,5.0,3.03,0.003598,4.0,0.02266,0.0,3.03,0.0,0.005234,0.0,0.0,321.0,0
0.0,0.0,2.0,0.0,0.0,3.0,0.013744,0.0,0.0,0.001487,0.0,0.0,0.0,29.0,0
0.0,2.03,0.0,0.0,0.0,4.0,0.006219,0.0,0.0,0.003558,0.0,0.0,0.0,13.0,0
0.0,12.41,8.0,0.0,0.0,5.0,0.015823,1.01,1.01,0.00349,0.006247,0.0,0.0,264.0,0
0.0,0.0,32.0,1.01,0.001233,5.0,0.201598,0.0,1.01,0.001487,0.013633,0.0,0.0,629.0,0
0.0,23.66,1.0,0.0,0.0,2.0,0.009766,0.0,0.0,0.015701,0.00087,0.0,0.0,15.0,0
0.0,0.0,2.0,0.0,0.0,3.0,0.013744,0.0,0.0,0.001487,0.0,0.0,0.0,29.0,0
3.04,14.46,42.0,1.01,0.001463,9.0,0.19938,2.02,1.01,0.015294,0.018644,0.0,0.0,412.0,0
0.0,0.0,0.0,0.0,0.0,1.0,0.001886,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0
0.0,1.02,0.0,0.0,0.0,2.0,0.014114,0.0,0.0,0.00448,0.0,0.0,1.0,95.0,0
0.0,3.04,3.0,0.0,0.0,4.0,0.015538,1.01,1.01,0.004609,0.002905,0.0,0.0,46.0,0
0.0,0.0,1.0,0.0,0.0,1.0,0.009766,0.0,0.0,0.01375,0.00087,0.0,0.0,28.0,0
4.06,0.0,2.0,0.0,0.0,10.0,0.005907,0.0,0.0,0.001487,0.001145,0.0,0.0,34.0,0
1.01,0.0,183.0,0.0,0.0,10.0,0.235777,1.01,1.01,0.001487,0.016959,0.0,0.0,1947.0,1
2.03,2.16,39.0,1.01,0.0,51.0,0.186933,0.0,2.02,0.037499,0.021784,0.0,1.0,698.0,1
0.0,1.01,6.0,0.0,0.0,4.0,0.151789,0.0,0.0,0.003929,0.0,0.0,0.0,76.0,0
0.0,0.0,0.0,0.0,0.0,2.0,0.006219,0.0,0.0,0.001487,0.0,0.0,0.0,16.0,0
0.0,0.0,9.0,1.01,0.004268,14.0,0.206383,0.0,1.01,0.001471,0.033582,0.0,0.0,190.0,1
0.0,0.0,0.0,0.0,0.0,1.0,0.006219,0.0,0.0,0.003131,0.0,0.0,0.0,3.0,0
0.0,23.66,3.0,0.0,0.0,4.0,0.152618,0.0,0.0,0.027085,0.011554,0.0,0.0,35.0,0
0.0,0.0,4.0,0.0,0.0,3.0,0.003379,0.0,0.0,0.001487,0.0,0.0,0.0,26.0,0
0.0,0.0,0.0,0.0,0.0,1.0,0.006219,0.0,0.0,0.002221,0.0,0.0,0.0,3.0,0
0.0,0.0,1.0,0.0,0.0,2.0,0.152618,0.0,0.0,0.001487,0.0,0.0,0.0,14.0,0
0.0,0.0,6.0,0.0,0.0,1.0,0.135944,0.0,0.0,0.001487,0.002302,0.0,0.0,157.0,0
0.0,1.03,7.0,0.0,0.0,2.0,0.13446,0.0,0.0,0.01375,0.001814,0.0,0.0,59.0,0
0.0,0.0,1.0,0.0,0.0,7.0,0.005982,0.0,0.0,0.001487,0.0,0.0,0.0,143.0,0
0.0,1.01,9.0,0.0,0.0,5.0,0.15878,0.0,0.0,0.004821,0.000845,0.0,0.0,166.0,1
0.0,0.0,0.0,0.0,0.0,5.0,0.152618,0.0,0.0,0.001487,0.0,0.0,0.0,18.0,0
0.0,1.02,14.0,1.01,0.0,13.0,0.179696,0.0,1.01,0.003871,0.018871,0.0,0.0,155.0,0
0.0,1.01,7.0,0.0,0.0,3.0,0.154542,0.0,0.0,0.003929,0.0,0.0,0.0,72.0,0
0.0,1.01,4.0,0.0,0.0,1.0,0.151789,0.0,0.0,0.004821,0.0,0.0,0.0,98.0,0
2.02,1.01,0.0,0.0,0.0,5.0,0.006219,0.0,0.0,0.003929,0.0,0.0,3.0,24.0,0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0
0.0,0.0,2.0,0.0,0.0,5.0,0.006751,0.0,0.0,0.0,0.002816,0.0,1.0,99.0,0
0.0,1.01,3.0,0.0,0.0,6.0,0.152618,0.0,0.0,0.003929,0.0,0.0,0.0,95.0,0
1.01,1.01,2.0,0.0,0.0,1.0,0.154542,0.0,0.0,0.003929,0.0,0.0,0.0,31.0,0
0.0,0.0,5.0,0.0,0.0,8.0,0.015076,1.02,1.02,0.002288,0.003698,0.0,0.0,72.0,0
0.0,0.0,9.0,0.0,0.0,5.0,0.017719,0.0,0.0,0.001487,0.0,0.0,0.0,42.0,0
4.08,14.67,61.0,1.01,0.000822,290.0,0.107953,5.07,5.1,0.001487,0.023755,0.0,1.0,6017.0,1
0.0,23.64,1.0,0.0,0.0,3.0,0.006219,0.0,0.0,0.002695,0.0,0.0,0.0,34.0,0
0.0,23.66,3.0,0.0,0.0,9.0,0.009857,0.0,0.0,0.012864,0.0,0.0,2.0,34.0,0
0.0,0.0,1.0,0.0,0.0,5.0,0.009721,0.0,0.0,0.0,0.001792,0.0,0.0,136.0,0
0.0,23.66,2.0,0.0,0.0,5.0,0.012253,0.0,0.0,0.014073,0.0,0.0,0.0,85.0,0
1.01,23.66,21.0,0.0,0.0,3.0,0.165026,0.0,0.0,0.027085,0.014749,1.01,1.0,48.0,0
2.02,0.0,1.0,0.0,0.0,2.0,0.003467,0.0,0.0,0.001487,0.0,0.0,0.0,8.0,0
1.01,0.0,5.0,0.0,0.0,14.0,0.01837,0.0,0.0,0.006284,0.004945,0.0,2.0,233.0,0
0.0,21.62,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.015701,0.0,0.0,0.0,32.0,0
0.0,0.0,1.0,0.0,0.0,7.0,0.00439,0.0,0.0,0.0,0.0,0.0,0.0,109.0,0
0.0,14.23,21.0,0.0,0.0,2.0,0.172122,0.0,0.0,0.006896,0.011015,0.0,0.0,274.0,1
0.0,0.0,10.0,0.0,0.0,2.0,0.148299,0.0,0.0,0.01375,0.002411,0.0,1.0,223.0,1
1.01,0.0,5.0,0.0,0.0,5.0,0.155483,0.0,0.0,0.0,0.007697,0.0,0.0,28.0,0
0.0,0.0,1.0,0.0,0.0,5.0,0.125854,0.0,0.0,0.001487,0.0,0.0,2.0,12.0,0
4.04,15.06,45.0,2.09,0.0,24.0,0.19951,0.0,1.01,0.058926,0.034181,1.01,1.0,947.0,1
0.0,23.66,23.0,0.0,0.0,9.0,0.033491,0.0,0.0,0.014073,0.009874,0.0,0.0,445.0,0
1.01,0.0,1.0,0.0,0.0,8.0,0.009141,0.0,0.0,0.001487,0.000617,0.0,0.0,94.0,0
0.0,0.0,27.0,1.07,0.0,1.0,0.024861,0.0,1.07,0.0,0.002224,0.0,0.0,21.0,0
1.01,4.09,34.0,0.0,0.00232,2.0,0.228648,0.0,1.01,0.006178,0.04661,0.0,0.0,706.0,1
0.0,0.0,1.0,0.0,0.0,1.0,0.006219,0.0,0.0,0.001487,0.0,0.0,0.0,25.0,0
0.0,0.0,0.0,0.0,0.0,1.0,0.133409,0.0,0.0,0.002666,0.008178,0.0,1.0,25.0,0
5.07,6.42,18.0,1.02,0.0,6.0,0.045345,3.03,3.04,0.014165,0.014056,2.02,9.0,306.0,1
2.02,0.0,1.0,0.0,0.0,3.0,0.006219,0.0,0.0,0.001487,0.0,0.0,0.0,43.0,0
1.01,0.0,22.0,1.01,0.001794,1.0,0.196679,1.01,2.03,0.002666,0.035476,0.0,0.0,251.0,1
0.0,0.0,0.0,0.0,0.0,3.0,0.006219,0.0,0.0,0.001487,0.0,0.0,0.0,23.0,0
0.0,0.0,2.0,1.01,0.0,0.0,0.112489,0.0,1.01,0.0,0.0,0.0,2.0,246.0,0
1.01,8.19,1.0,0.0,0.0,5.0,0.007775,0.0,0.0,0.002695,0.0,1.01,1.0,21.0,0
0.0,0.0,6.0,0.0,0.000747,4.0,0.151567,0.0,0.0,0.001487,0.010571,0.0,0.0,377.0,1
0.0,0.0,0.0,0.0,0.0,1.0,0.006219,0.0,0.0,0.003131,0.0,0.0,0.0,3.0,0
0.0,0.0,1.0,0.0,0.0,3.0,0.006219,0.0,0.0,0.001487,0.0,0.0,0.0,41.0,0
2.03,0.0,1.0,0.0,0.0,5.0,0.178388,0.0,0.0,0.001487,0.013596,0.0,2.0,17.0,0
0.0,23.64,1.0,0.0,0.0,2.0,0.006219,0.0,0.0,0.003869,0.0,0.0,0.0,14.0,0
2.05,1.03,7.0,0.0,0.006371,10.0,0.149122,0.0,0.0,0.032335,0.009096,0.0,3.0,127.0,1
0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,0
0.0,0.0,9.0,0.0,0.001009,5.0,0.141003,0.0,1.03,0.01375,0.010619,0.0,3.0,142.0,0
0.0,0.0,1.0,0.0,0.0,8.0,0.006219,0.0,0.0,0.001487,0.0,0.0,0.0,50.0,0
0.0,1.01,4.0,0.0,0.0,1.0,0.154542,0.0,0.0,0.004821,0.0,0.0,0.0,31.0,0
1.01,0.0,2.0,0.0,0.0,5.0,0.006219,0.0,0.0,0.001487,0.0,0.0,0.0,56.0,0
0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0
0.0,0.0,1.0,0.0,0.0,3.0,0.006219,0.0,0.0,0.001487,0.0,0.0,0.0,21.0,0
2.02,1.03,5.0,0.0,0.0,9.0,0.134343,0.0,0.0,0.025009,0.006971,1.01,1.0,57.0,0
0.0,23.66,30.0,1.01,0.0,7.0,0.188916,2.02,1.01,0.027085,0.026087,0.0,2.0,296.0,1
0.0,23.64,1.0,0.0,0.0,3.0,0.011757,0.0,0.0,0.003869,0.0,0.0,0.0,20.0,0
0.0,0.0,2.0,1.01,0.0,0.0,0.112489,0.0,1.01,0.0,0.0,0.0,2.0,246.0,0
0.0,1.01,7.0,0.0,0.0,3.0,0.154542,0.0,0.0,0.004821,0.0,0.0,0.0,59.0,0
2.02,0.0,0.0,0.0,0.0,4.0,0.006219,0.0,0.0,0.001487,0.0,2.02,17.0,18.0,0
1.01,0.0,26.0,0.0,0.001691,3.0,0.167331,5.06,5.06,0.01375,0.015478,0.0,0.0,190.0,0
0.0,0.0,1.0,0.0,0.0,6.0,0.005853,0.0,0.0,0.001487,0.0,0.0,0.0,79.0,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0
1.01,1.12,14.0,0.0,0.000773,5.0,0.086482,0.0,0.0,0.001487,0.015238,0.0,0.0,198.0,0
2.02,1.04,4.0,0.0,0.0,5.0,0.139308,0.0,0.0,0.02705,0.009213,1.01,1.0,26.0,0
1.01,23.65,19.0,0.0,0.0,14.0,0.169271,1.01,1.01,0.002695,0.021191,0.0,2.0,364.0,1
2.02,0.0,1.0,0.0,0.0,2.0,0.003467,0.0,0.0,0.001487,0.0,0.0,0.0,8.0,0
1.01,0.0,5.0,0.0,0.0,14.0,0.01837,0.0,0.0,0.006284,0.004945,0.0,2.0,233.0,0
6.07,1.01,8.0,0.0,0.0,7.0,0.154542,0.0,0.0,0.003929,0.0,0.0,0.0,127.0,0
0.0,1.01,5.0,0.0,0.0,3.0,0.154542,0.0,0.0,0.003929,0.0,0.0,0.0,59.0,0
0.0,0.0,1.0,0.0,0.0,3.0,0.008093,0.0,0.0,0.001487,0.0,0.0,0.0,25.0,0
0.0,23.66,8.0,0.0,0.0,6.0,0.167801,0.0,0.0,0.014073,0.011718,0.0,1.0,72.0,0
0.0,0.0,1.0,0.0,0.0,3.0,0.006219,0.0,0.0,0.006651,0.0,0.0,0.0,25.0,0
0.0,23.66,23.0,0.0,0.0,9.0,0.033491,0.0,0.0,0.014073,0.009874,0.0,0.0,445.0,0
2.02,5.42,7.0,3.1,0.0,10.0,0.052925,1.03,4.04,0.010731,0.011829,1.01,1.0,155.0,1
0.0,0.0,0.0,0.0,0.0,204.0,0.006219,0.0,0.0,0.001487,0.0,0.0,0.0,612.0,1
0.0,0.0,15.0,0.0,0.0,6.0,0.031608,0.0,0.0,0.001487,0.0,0.0,0.0,233.0,0
0.0,23.66,8.0,0.0,0.0,6.0,0.167801,0.0,0.0,0.014073,0.011718,0.0,1.0,72.0,0
0.0,8.12,9.0,0.0,0.0,3.0,0.138954,0.0,0.0,0.019742,0.003305,0.0,0.0,146.0,1
1.01,0.0,1.0,0.0,0.0,8.0,0.008165,0.0,0.0,0.001487,0.000617,0.0,0.0,94.0,0
1.01,0.0,22.0,1.01,0.001794,1.0,0.196679,1.01,2.03,0.002666,0.035476,0.0,0.0,251.0,1
0.0,0.0,1.0,0.0,0.0,1.0,0.006219,0.0,0.0,0.002221,0.0,0.0,0.0,3.0,0
0.0,0.0,8.0,0.0,0.0,6.0,0.204926,2.04,2.04,0.0,0.021999,0.0,0.0,469.0,1
2.02,1.01,2.0,0.0,0.0,7.0,0.003467,0.0,0.0,0.003929,0.0,0.0,6.0,24.0,0
0.0,1.01,7.0,0.0,0.0,3.0,0.154542,0.0,0.0,0.004821,0.0,0.0,0.0,72.0,0
1.01,0.0,3.0,1.01,0.0,1.0,0.012161,0.0,1.01,0.006284,0.0018,0.0,0.0,32.0,0
0.0,0.0,0.0,0.0,0.0,2.0,0.001973,0.0,0.0,0.002221,0.0,0.0,0.0,21.0,0
1.01,0.0,1.0,0.0,0.0,10.0,0.016055,0.0,0.0,0.0,0.004996,0.0,0.0,0.0,0
0.0,7.12,1.0,0.0,0.0,1.0,0.00439,0.0,0.0,0.013433,0.0,0.0,0.0,31.0,0
0.0,10.14,20.0,1.03,0.001009,5.0,0.040158,0.0,1.02,0.02165,0.007176,0.0,1.0,54.0,1
0.0,0.0,1.0,0.0,0.0,5.0,0.009721,0.0,0.0,0.0,0.001792,0.0,0.0,136.0,0
12.12,12.28,48.0,0.0,0.0,19.0,0.10618,0.0,13.37,0.001487,0.036114,0.0,6.0,484.0,1
1.01,0.0,5.0,0.0,0.0,5.0,0.155483,0.0,0.0,0.0,0.007697,0.0,0.0,28.0,0
0.0,0.0,1.0,0.0,0.0,6.0,0.005853,0.0,0.0,0.001487,0.0,0.0,0.0,79.0,0
1.02,23.66,0.0,0.0,0.0,7.0,0.006219,0.0,0.0,0.014073,0.0,0.0,3.0,25.0,0
1.01,23.65,9.0,0.0,0.0,7.0,0.023545,0.0,0.0,0.002695,0.003011,0.0,0.0,163.0,1
0.0,0.0,2.0,0.0,0.0,13.0,0.12672,0.0,0.0,0.001487,0.002565,0.0,0.0,121.0,0
1.01,0.0,3.0,0.0,0.0,14.0,0.016745,0.0,0.0,0.001487,0.002545,0.0,0.0,128.0,0
0.0,14.23,21.0,0.0,0.0,4.0,0.179938,0.0,0.0,0.006896,0.015015,0.0,0.0,256.0,1
0.0,0.0,0.0,0.0,0.0,8.0,0.006219,0.0,0.0,0.001487,0.0,0.0,0.0,52.0,0
2.02,23.65,15.0,0.0,0.0,7.0,0.157459,1.01,1.01,0.002695,0.004067,0.0,0.0,96.0,0
0.0,0.0,13.0,0.0,0.0,2.0,0.139236,0.0,0.0,0.001487,0.003138,0.0,0.0,162.0,0
2.02,2.03,8.0,3.03,0.001358,9.0,0.166302,0.0,2.02,0.012774,0.014783,0.0,0.0,155.0,0
4.04,23.65,0.0,0.0,0.0,11.0,0.009281,0.0,0.0,0.002695,0.000743,0.0,3.0,57.0,0
0.0,23.65,7.0,0.0,0.0,7.0,0.148845,1.01,1.01,0.002695,0.005201,0.0,0.0,92.0,0
2.03,0.0,4.0,0.0,0.0,1.0,0.006975,1.01,1.01,0.002221,0.0,0.0,1.0,4.0,0
0.0,20.04,3.0,0.0,0.0,7.0,0.00856,0.0,0.0,0.015087,0.002311,0.0,0.0,115.0,1
1.01,0.0,2.0,0.0,0.0,11.0,0.1274,1.04,1.04,0.00753,0.005893,0.0,0.0,107.0,0
0.0,0.0,2.0,0.0,0.0,2.0,0.007191,0.0,0.0,0.0,0.0,0.0,0.0,186.0,0
0.0,24.67,1.0,0.0,0.0,3.0,0.015395,0.0,0.0,0.014073,0.00083,0.0,0.0,41.0,0
0.0,6.44,4.0,0.0,0.001081,1.0,0.141381,1.01,1.02,0.022948,0.002475,1.02,0.0,50.0,1
0.0,0.0,0.0,0.0,0.0,3.0,0.123453,0.0,0.0,0.002221,0.002475,0.0,0.0,15.0,0
4.05,0.0,32.0,2.03,0.001094,6.0,0.247916,0.0,2.04,0.010965,0.048132,1.01,0.0,289.0,1
0.0,24.63,14.0,0.0,0.0,10.0,0.160762,0.0,0.0,0.002695,0.005352,0.0,0.0,231.0,1
2.03,0.0,1.0,0.0,0.0,5.0,0.178388,0.0,0.0,0.001487,0.013596,0.0,2.0,17.0,0
0.0,0.0,0.0,0.0,0.0,1.0,0.006219,0.0,0.0,0.006314,0.0,0.0,0.0,0.0,0
0.0,23.64,1.0,0.0,0.0,3.0,0.006219,0.0,0.0,0.002695,0.0,0.0,0.0,34.0,0
0.0,2.13,2.0,0.0,0.0,1.0,0.009727,0.0,0.0,0.01375,0.000845,0.0,1.0,9.0,0
1.01,0.0,6.0,0.0,0.0,2.0,0.008244,0.0,0.0,0.01375,0.0,0.0,0.0,38.0,0
0.0,0.0,2.0,0.0,0.0,4.0,0.009399,0.0,0.0,0.001487,0.000845,0.0,4.0,146.0,0
0.0,7.09,13.0,1.02,0.005907,3.0,0.17689,0.0,1.02,0.001487,0.016731,0.0,0.0,462.0,1
3.08,0.0,9.0,3.03,0.0,25.0,0.012651,0.0,3.03,0.001487,0.001489,2.05,9.0,111.0,0
1.01,3.9,10.0,0.0,0.0,22.0,0.174419,2.1,2.1,0.00753,0.019457,0.0,0.0,468.0,0
0.0,23.66,5.0,0.0,0.0,7.0,0.017809,0.0,0.0,0.015486,0.004108,0.0,0.0,336.0,0
0.0,23.66,2.0,0.0,0.0,5.0,0.012253,0.0,0.0,0.014073,0.0,0.0,0.0,85.0,0
0.0,0.0,2.0,2.02,0.0,2.0,0.014991,0.0,1.01,0.0,0.002085,0.0,1.0,269.0,0
0.0,17.66,3.0,0.0,0.0,8.0,0.002283,0.0,0.0,0.015087,0.000865,0.0,0.0,56.0,0
0.0,23.66,13.0,0.0,0.0,7.0,0.026807,0.0,0.0,0.014073,0.002808,0.0,0.0,70.0,1
0.0,8.09,3.0,0.0,0.0,2.0,0.010396,0.0,0.0,0.015473,0.0,0.0,0.0,24.0,0
12.22,1.01,32.0,1.04,0.000722,35.0,0.130358,0.0,2.05,0.001131,0.021569,0.0,2.0,505.0,1
0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0
1.01,1.01,4.0,0.0,0.0,3.0,0.149865,0.0,0.0,0.005735,0.0,0.0,0.0,87.0,0
2.02,0.0,0.0,0.0,0.0,1.0,0.001973,0.0,0.0,0.002221,0.0,0.0,0.0,4.0,0
0.0,20.04,3.0,0.0,0.0,7.0,0.00856,0.0,0.0,0.015087,0.002311,0.0,0.0,115.0,1
1.02,0.0,2.0,0.0,0.001088,6.0,0.011854,0.0,0.0,0.001487,0.002279,1.01,1.0,89.0,0
1.01,23.66,4.0,0.0,0.0,5.0,0.012116,0.0,0.0,0.027085,0.00138,0.0,2.0,62.0,0
0.0,1.01,6.0,0.0,0.0,3.0,0.151789,0.0,0.0,0.004821,0.0,0.0,0.0,118.0,0
0.0,1.01,3.0,0.0,0.0,1.0,0.149865,0.0,0.0,0.005735,0.0,0.0,0.0,54.0,0
1.02,1.02,2.0,0.0,0.0,3.0,0.008974,0.0,0.0,0.002695,0.001145,0.0,0.0,27.0,0
4.05,0.0,31.0,4.08,0.006664,28.0,0.196934,1.01,4.15,0.004684,0.031251,0.0,0.0,1340.0,1
0.0,0.0,2.0,0.0,0.0,3.0,0.148309,0.0,0.0,0.0,0.008127,0.0,0.0,50.0,0
3.05,0.0,0.0,0.0,0.0,0.0,0.006219,0.0,0.0,0.001487,0.0,2.03,16.0,85.0,0
0.0,17.66,3.0,0.0,0.0,8.0,0.002283,0.0,0.0,0.015087,0.000865,0.0,0.0,56.0,0
18.29,0.0,126.0,12.15,0.016753,74.0,0.295265,12.19,24.53,0.001487,0.091908,0.0,0.0,2475.0,1
3.04,14.46,42.0,1.01,0.001463,9.0,0.19938,2.02,1.01,0.015294,0.018644,0.0,0.0,412.0,0
0.0,0.0,3.0,0.0,0.0,5.0,0.007977,0.0,0.0,0.001487,0.0,0.0,2.0,81.0,0
2.02,16.07,24.0,0.0,0.0,12.0,0.16674,0.0,0.0,0.059618,0.014274,0.0,0.0,129.0,0
0.0,0.0,9.0,0.0,0.0,2.0,0.014692,0.0,0.0,0.01375,0.002422,0.0,0.0,87.0,0
0.0,0.0,6.0,1.06,0.0,13.0,0.142393,4.09,3.03,0.001487,0.001538,0.0,0.0,258.0,0
0.0,0.0,13.0,0.0,0.002401,4.0,0.030645,1.01,2.02,0.01375,0.005279,0.0,0.0,281.0,0
0.0,0.0,4.0,0.0,0.0,0.0,0.125977,0.0,0.0,0.001487,0.002384,0.0,1.0,64.0,1
4.04,10.92,47.0,1.01,0.0,3.0,0.094631,1.02,2.03,0.001487,0.029462,0.0,1.0,736.0,1
0.0,0.0,3.0,0.0,0.0,11.0,0.020286,0.0,0.0,0.001487,0.001527,0.0,0.0,1081.0,1
0.0,23.66,1.0,0.0,0.0,3.0,0.006219,0.0,0.0,0.015486,0.0,0.0,0.0,23.0,0
0.0,1.02,8.0,2.03,0.009707,3.0,0.148811,0.0,2.03,0.001487,0.009323,0.0,0.0,2262.0,0
0.0,0.0,0.0,0.0,0.0,1.0,0.006219,0.0,0.0,0.002221,0.0,0.0,0.0,3.0,0
0.0,1.01,9.0,0.0,0.0,6.0,0.154542,0.0,0.0,0.004821,0.0,0.0,0.0,109.0,0
0.0,23.65,27.0,0.0,0.0,7.0,0.165027,0.0,0.0,0.002977,0.004771,0.0,3.0,209.0,0
0.0,0.0,2.0,0.0,0.0,1.0,0.005388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,4.0,0.0,0.000563,1.0,0.167995,0.0,0.0,0.001487,0.000908,0.0,0.0,19.0,0
1.07,1.01,3.0,0.0,0.0,7.0,0.003467,0.0,0.0,0.003929,0.000836,0.0,6.0,74.0,0
3.03,23.65,15.0,0.0,0.0,4.0,0.159214,1.01,1.01,0.002695,0.005899,1.01,2.0,189.0,0
0.0,8.12,9.0,0.0,0.0,3.0,0.138954,0.0,0.0,0.019742,0.003305,0.0,0.0,146.0,1
0.0,24.67,2.0,0.0,0.0,3.0,0.007549,0.0,0.0,0.014073,0.0,0.0,0.0,65.0,0
0.0,10.13,5.0,0.0,0.0,1.0,0.007555,0.0,0.0,0.02146,0.0,0.0,0.0,7.0,1
0.0,0.0,5.0,3.03,0.003598,4.0,0.02266,0.0,3.03,0.0,0.005234,0.0,0.0,321.0,0
1.01,1.01,2.0,0.0,0.0,7.0,0.006219,0.0,0.0,0.001487,0.0,0.0,1.0,16.0,1
0.0,1.01,7.0,0.0,0.0,2.0,0.006219,0.0,0.0,0.003929,0.0,0.0,22.0,48.0,0
2.02,0.0,37.0,0.0,0.002953,15.0,0.228688,0.0,0.0,0.001487,0.04681,0.0,0.0,712.0,1
0.0,0.0,4.0,0.0,0.0,8.0,0.007428,0.0,0.0,0.001695,0.0,0.0,0.0,312.0,0
4.04,1.01,9.0,0.0,0.0,7.0,0.151789,0.0,0.0,0.003929,0.000836,0.0,0.0,155.0,0
0.0,0.0,3.0,0.0,0.0,8.0,0.148538,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0
0.0,1.04,7.0,0.0,0.0,22.0,0.14483,0.0,0.0,0.013718,0.010805,0.0,0.0,66.0,0
7.2,15.06,2.0,2.02,0.0,7.0,0.147463,3.03,1.01,0.058926,0.012258,0.0,0.0,48.0,0
0.0,23.66,0.0,0.0,0.0,3.0,0.006219,0.0,0.0,0.014073,0.0,0.0,3.0,12.0,0
0.0,0.0,5.0,1.02,0.0,14.0,0.00935,0.0,0.0,0.001471,0.004549,1.01,1.0,152.0,0
